Wall time,Step,Value
1745045639.0550928,11218,1.0
1745045647.4731865,11225,1.0
1745045648.6725578,11226,1.0
1745045663.0653927,11238,1.0
1745045684.6687465,11256,1.0
1745045718.293992,11284,1.0
1745045731.501202,11295,1.0
1745045775.5966887,11317,1.0
1745045791.215877,11330,1.0
1745045792.417952,11331,1.0
1745045802.0348,11339,1.0
1745045816.4579241,11351,1.0
1745045832.0926492,11364,1.0
1745045868.102897,11394,1.0
1745045880.094907,11404,1.0
1745045883.7037222,11407,1.0
1745045886.1071672,11409,1.0
1745045901.710797,11422,1.0
1745045927.0209644,11443,1.0
1745045933.0221236,11448,1.0
1745045935.4216423,11450,1.0
1745045945.0333745,11458,1.0
1745045948.6331599,11461,1.0
1745045951.0311096,11463,1.0
1745045955.8245754,11467,1.0
1745045981.024576,11488,1.0
1745045983.4264574,11490,1.0
1745045999.0207944,11503,1.0
1745046012.2412775,11514,1.0
1745046026.654913,11526,1.0
1745046027.8567007,11527,1.0
1745046062.7187,11556,1.0
1745046079.537972,11570,1.0
1745046089.1365638,11578,1.0
1745046128.8181427,11611,1.0
1745046167.255674,11643,1.0
1745046223.7515259,11690,1.0
1745046230.951432,11696,1.0
1745046251.383151,11713,1.0
1745046296.6838365,11736,1.0
1745046313.5278764,11750,1.0
1745046320.7491786,11756,1.0
1745046327.9737258,11762,1.0
1745046331.586388,11765,1.0
1745046342.4125028,11774,1.0
1745046354.4272158,11784,1.0
1745046356.8273983,11786,1.0
1745046394.083089,11817,1.0
1745046396.4881744,11819,1.0
1745046401.2910063,11823,1.0
1745046416.8897057,11836,1.0
1745046426.515451,11844,1.0
1745046430.1212232,11847,1.0
1745046434.9213371,11851,1.0
1745046454.1397352,11867,1.0
1745046464.9462152,11876,1.0
1745046472.1524067,11882,1.0
1745046478.1561642,11887,1.0
1745046515.4242477,11918,1.0
1745046516.6255863,11919,1.0
1745046522.6305702,11924,1.0
1745046543.0509868,11941,1.0
1745046559.9530702,11955,1.0
1745046561.1498785,11956,1.0
1745046577.9595573,11970,1.0
1745046580.363538,11972,1.0
1745046586.3623571,11977,1.0
1745046607.9892344,11995,1.0
1745046628.4045877,12012,1.0
1745046635.6308548,12018,1.0
1745046646.4355989,12027,1.0
1745046670.462573,12047,1.0
1745046682.4672248,12057,1.0
1745046689.6641288,12063,1.0
1745046695.6998448,12068,1.0
1745046705.300395,12076,1.0
1745046765.3914413,12126,1.0
1745046776.212681,12135,1.0
1745046819.19008,12156,1.0
1745046833.624353,12168,1.0
1745046842.0560303,12175,1.0
1745046846.8806956,12179,1.0
1745046884.199457,12210,1.0
1745046914.2990193,12235,1.0
1745046917.9004176,12238,1.0
1745046927.5195947,12246,0.9375
1745046946.7931128,12262,1.0
1745046957.6209888,12271,1.0
1745046994.9469743,12302,1.0
1745046997.3525524,12304,1.0
1745047002.1633575,12308,1.0
1745047009.3789628,12314,1.0
1745047011.7824543,12316,1.0
1745047012.9854603,12317,1.0
1745047034.6581645,12335,1.0
1745047046.6873891,12345,1.0
1745047057.5203116,12354,1.0
1745047063.5297537,12359,1.0
1745047071.9376438,12366,1.0
1745047076.7405388,12370,1.0
1745047105.6230228,12394,1.0
1745047110.4322615,12398,1.0
1745047112.8452783,12400,1.0
1745047138.1005552,12421,1.0
1745047139.3016899,12422,1.0
1745047140.5017529,12423,1.0
1745047157.4536674,12437,1.0
1745047164.6711712,12443,1.0
1745047171.8878534,12449,1.0
1745047175.5033133,12452,1.0
1745047204.3510618,12476,1.0
1745047206.7623072,12478,1.0
1745047209.1672888,12480,1.0
1745047259.6098208,12522,1.0
1745047277.6587398,12537,1.0
1745047298.1121423,12554,1.0
1745047307.7446125,12562,1.0
1745047315.7236505,12569,1.0
