Wall time,Step,Value
1745033719.067704,1548,0.3125
1745033722.6573038,1551,0.4375
1745033739.4145415,1565,0.375
1745033743.0007544,1568,0.25
1745033748.9701426,1573,0.3125
1745033763.4291928,1585,0.3125
1745033776.573503,1596,0.5
1745033782.5458572,1601,0.375
1745033813.64817,1627,0.4375
1745033823.2241168,1635,0.3125
1745033865.0462446,1670,0.3125
1745033893.361462,1679,0.625
1745033900.5277073,1685,0.1875
1745033920.8670156,1702,0.375
1745033923.2540293,1704,0.25
1745033926.8340747,1707,0.3125
1745033931.611851,1711,0.375
1745034008.1264367,1775,0.3125
1745034010.5128894,1777,0.375
1745034024.8469713,1789,0.375
1745034028.4395375,1792,0.4375
1745034094.0825648,1847,0.375
1745034098.8511827,1851,0.375
1745034109.5771024,1860,0.375
1745034117.9367838,1867,0.1875
1745034142.9905634,1888,0.5
1745034156.1334567,1899,0.1875
1745034159.7121246,1902,0.5
1745034166.8735867,1908,0.1875
1745034168.0634723,1909,0.375
1745034185.9862232,1924,0.3125
1745034200.2962103,1936,0.375
1745034205.0702279,1940,0.25
1745034211.0438633,1945,0.4375
1745034213.435948,1947,0.375
1745034228.9545636,1960,0.3125
1745034230.1478424,1961,0.25
1745034236.1182463,1966,0.25
1745034251.627643,1979,0.25
1745034360.3962727,2070,0.4375
1745034371.1492841,2079,0.3125
1745034383.0888798,2089,0.3125
1745034413.765399,2100,0.125
1745034430.4971223,2114,0.1875
1745034431.691251,2115,0.125
1745034436.466591,2119,0.4375
1745034437.6581242,2120,0.375
1745034460.3528688,2139,0.3125
1745034526.0720947,2194,0.375
1745034544.0953689,2209,0.1875
1745034551.260742,2215,0.3125
1745034579.9381354,2239,0.5625
1745034585.9045885,2244,0.0
1745034675.4433749,2319,0.375
1745034702.9101996,2342,0.25
1745034723.2242982,2359,0.3125
1745034765.0493693,2394,0.3125
1745034815.215668,2436,0.1875
1745034821.1847105,2441,0.4375
1745034836.7021155,2454,0.1875
1745034846.2366147,2462,0.25
1745034849.8095539,2465,0.4375
1745034873.6667926,2485,0.25
1745034889.1513777,2498,0.3125
1745034895.1144965,2503,0.3125
1745034929.3329628,2517,0.25
1745034931.7190042,2519,0.25
1745034942.4511874,2528,0.5625
1745034944.8356686,2530,0.1875
1745034987.7841396,2566,0.375
1745035000.9217682,2577,0.25
1745035002.1171699,2578,0.5625
1745035014.0512488,2588,0.375
1745035027.200043,2599,0.25
1745035035.5497968,2606,0.125
1745035060.637581,2627,0.375
1745035070.1912208,2635,0.25
1745035079.7616467,2643,0.25
1745035112.0109296,2670,0.3125
1745035116.7813272,2674,0.1875
1745035125.1338677,2681,0.25
1745035128.71137,2684,0.25
1745035134.6692886,2689,0.375
1745035139.4510875,2693,0.1875
1745035157.3224742,2708,0.5
1745035163.279172,2713,0.3125
1745035168.057001,2717,0.3125
1745035182.465456,2729,0.3125
1745035183.6571114,2730,0.3125
1745035188.4181235,2734,0.25
1745035194.3738153,2739,0.4375
1745035195.5748186,2740,0.3125
1745035211.0752285,2753,0.375
1745035212.2689118,2754,0.25
1745035213.461225,2755,0.0625
1745035219.4190176,2760,0.25
1745035225.3855917,2765,0.25
1745035228.9703755,2768,0.1875
1745035240.8911822,2778,0.4375
1745035249.2200453,2785,0.3125
1745035281.393685,2812,0.25
1745035307.618742,2834,0.125
1745035319.5523849,2844,0.1875
1745035339.8068514,2861,0.5
1745035340.9950728,2862,0.1875
1745035411.266683,2921,0.4375
1745035444.2484186,2934,0.4375
1745035465.6916397,2952,0.0625
1745035469.2707691,2955,0.5
1745035477.6060264,2962,0.1875
1745035481.176138,2965,0.4375
1745035490.6952722,2973,0.375
1745035545.4743092,3019,0.4375
1745035563.3303812,3034,0.5625
1745035578.793474,3047,0.3125
1745035621.6451151,3083,0.0625
1745035622.8336806,3084,0.25
1745035645.4338214,3103,0.25
1745035646.6289015,3104,0.25
1745035647.8191445,3105,0.1875
1745035664.4619002,3119,0.375
1745035665.6497416,3120,0.1875
1745035666.8391666,3121,0.3125
1745035675.1666584,3128,0.1875
1745035695.3807902,3145,0.375
1745035728.6516614,3173,0.25
1745035751.2425735,3192,0.125
1745035759.5640843,3199,0.375
1745035765.5181549,3204,0.375
1745035781.1127853,3217,0.4375
1745035784.6787865,3220,0.3125
1745035795.378975,3229,0.125
1745035809.663215,3241,0.375
1745035838.2113855,3265,0.375
1745035841.775033,3268,0.25
1745035886.9740636,3306,0.1875
1745035927.4409862,3340,0.1875
1745035963.9615467,3356,0.4375
1745035985.3973417,3374,0.25
1745035998.4838672,3385,0.375
1745036008.013344,3393,0.3125
1745036021.1095593,3404,0.375
1745036037.7826781,3418,0.3125
1745036089.0113275,3461,0.375
1745036115.2029493,3483,0.25
1745036116.3925083,3484,0.375
1745036124.7116354,3491,0.3125
1745036127.1054728,3493,0.25
1745036135.434082,3500,0.3125
1745036166.3778727,3526,0.375
1745036187.8096516,3544,0.5
1745036213.9618356,3566,0.3125
1745036217.5409937,3569,0.625
1745036225.8599277,3576,0.25
1745036240.109589,3588,0.5
1745036254.3840375,3600,0.3125
1745036269.8269906,3613,0.5625
1745036271.0165987,3614,0.375
1745036273.3920748,3616,0.4375
1745036290.0638034,3630,0.125
1745036318.605376,3654,0.375
1745036322.1685593,3657,0.3125
1745036324.546797,3659,0.4375
1745036326.9237251,3661,0.25
1745036330.599107,3664,0.4375
1745036335.3455267,3668,0.1875
1745036338.9249952,3671,0.3125
1745036361.4825094,3690,0.25
1745036387.620371,3712,0.1875
1745036393.5574281,3717,0.375
1745036426.8550973,3745,0.5
1745036430.424722,3748,0.25
1745036436.3599684,3753,0.5
1745036437.547088,3754,0.3125
1745036445.8489733,3761,0.3125
1745036448.2222319,3763,0.375
1745036488.2918,3782,0.375
1745036489.4792483,3783,0.375
1745036494.232174,3787,0.5
1745036497.7966833,3790,0.3125
1745036566.7762017,3848,0.3125
1745036569.152232,3850,0.3125
1745036581.061258,3860,0.3125
1745036591.7615132,3869,0.3125
1745036631.0426476,3902,0.375
1745036641.7629473,3911,0.4375
1745036646.5225022,3915,0.625
1745036653.6551852,3921,0.3125
1745036667.9365594,3933,0.25
1745036671.5082595,3936,0.3125
1745036707.1758466,3966,0.375
1745036717.877264,3975,0.3125
1745036724.9984143,3981,0.5
1745036761.8867562,4012,0.5625
1745036764.267954,4014,0.6875
1745036774.9601262,4023,0.375
1745036788.0536025,4034,0.3125
1745036795.1780038,4040,0.3125
1745036803.4938023,4047,0.25
1745036847.4712715,4084,0.25
1745036877.2991197,4109,0.3125
1745036884.4290726,4115,0.25
1745036891.5543833,4121,0.3125
1745036895.1149786,4124,0.25
1745036921.2626626,4146,0.5
1745036962.8581257,4181,0.25
1745036993.3520083,4192,0.5
1745037011.1784763,4207,0.25
1745037034.9591327,4227,0.3125
1745037057.5419068,4246,0.25
1745037061.1126876,4249,0.5
1745037064.6756444,4252,0.375
1745037070.6086197,4257,0.5625
1745037143.0905395,4318,0.5
1745037149.0408409,4323,0.4375
1745037154.9773395,4328,0.25
1745037162.0942686,4334,0.5625
1745037215.5800836,4379,0.4375
1745037234.563724,4395,0.375
1745037266.6409717,4422,0.3125
1745037282.0785975,4435,0.5
1745037291.5742867,4443,0.4375
1745037304.655366,4454,0.3125
1745037318.9124463,4466,0.3125
1745037346.240763,4489,0.4375
1745037353.3648179,4495,0.1875
1745037389.0168347,4525,0.375
1745037401.0059612,4535,0.5
1745037405.750989,4539,0.125
1745037435.4383523,4564,0.5
1745037440.1893244,4568,0.4375
1745037447.3280797,4574,0.25
1745037506.3310168,4609,0.1875
1745037509.9107504,4612,0.5
1745037553.87985,4649,0.125
1745037564.5749295,4658,0.0625
1745037565.7615974,4659,0.4375
1745037575.2895854,4667,0.375
1745037588.3528936,4678,0.375
1745037597.867083,4686,0.375
1745037602.6266804,4690,0.25
1745037605.0042396,4692,0.1875
1745037612.1386182,4698,0.4375
1745037622.8264296,4707,0.0625
1745037633.5426095,4716,0.25
1745037650.178616,4730,0.25
1745037658.5122254,4737,0.25
1745037684.6532311,4759,0.3125
1745037692.9800043,4766,0.5
1745037700.1104395,4772,0.5
1745037704.8627453,4776,0.1875
1745037706.0521567,4777,0.1875
1745037738.1335604,4804,0.375
1745037741.6958213,4807,0.125
1745037745.2557642,4810,0.0625
1745037750.018895,4814,0.5625
1745037769.0228698,4830,0.375
1745037771.396138,4832,0.3125
1745037774.9554508,4835,0.25
1745037776.1438994,4836,0.25
1745037785.66077,4844,0.1875
1745037830.7545516,4882,0.375
1745037846.1912003,4895,0.3125
1745037863.9917924,4910,0.5
1745037886.5585797,4929,0.3125
1745037891.3069468,4933,0.375
1745037899.6360328,4940,0.1875
1745037910.330677,4949,0.3125
1745037947.2529743,4980,0.125
1745037960.3330147,4991,0.3125
1745037998.32089,5023,0.3125
1745038044.2862968,5047,0.3125
1745038066.8988557,5066,0.25
1745038082.3738074,5079,0.4375
1745038083.561277,5080,0.3125
1745038093.0739172,5088,0.3125
1745038095.4531767,5090,0.3125
1745038101.3928363,5095,0.1875
1745038145.4272346,5132,0.3125
1745038150.1786613,5136,0.375
1745038154.9266832,5140,0.3125
1745038168.0075371,5151,0.3125
1745038169.1953485,5152,0.375
1745038171.5802352,5154,0.375
1745038172.7681313,5155,0.4375
1745038210.7894905,5187,0.3125
1745038223.8409026,5198,0.3125
1745038226.218664,5200,0.25
1745038232.1793425,5205,0.375
1745038234.5557415,5207,0.375
1745038247.6146586,5218,0.25
1745038255.9259927,5225,0.125
1745038271.3838353,5238,0.3125
1745038289.218942,5253,0.3125
1745038299.9087737,5262,0.5625
1745038303.466995,5265,0.375
1745038339.106766,5295,0.375
1745038366.4434233,5318,0.25
1745038367.6312282,5319,0.375
1745038371.1923308,5322,0.3125
1745038373.5674386,5324,0.375
1745038378.3235455,5328,0.1875
1745038385.455386,5334,0.25
1745038418.7342277,5362,0.375
1745038428.227748,5370,0.3125
1745038455.6455796,5393,0.4375
1745038466.3278508,5402,0.1875
1745038467.5214949,5403,0.3125
1745038517.4163344,5445,0.3125
1745038545.5663726,5454,0.5625
1745038551.5067973,5459,0.1875
1745038604.9974103,5504,0.125
1745038610.9347534,5509,0.5
1745038612.1198144,5510,0.5
1745038625.199336,5521,0.4375
1745038653.7062469,5545,0.25
1745038679.8455024,5567,0.375
1745038723.8127463,5604,0.125
1745038782.020315,5653,0.1875
1745038798.6550236,5667,0.375
1745038865.2136765,5723,0.25
1745038873.5273733,5730,0.3125
1745038899.6915958,5752,0.375
1745038903.2595544,5755,0.3125
1745038905.6371017,5757,0.5625
1745038906.8248546,5758,0.125
1745038934.1433074,5781,0.4375
1745038943.6391063,5789,0.25
1745038994.8413515,5832,0.375
1745039052.6590085,5866,0.3125
1745039068.1160893,5879,0.4375
1745039071.6822374,5882,0.4375
1745039150.083492,5948,0.3125
1745039159.57624,5956,0.1875
1745039169.079921,5964,0.3125
1745039189.2422915,5981,0.1875
1745039199.928965,5990,0.375
1745039208.229118,5997,0.3125
1745039215.3376393,6003,0.4375
1745039222.4664562,6009,0.25
1745039265.1967988,6045,0.1875
1745039274.7052803,6053,0.3125
1745039302.016042,6076,0.375
1745039304.3868217,6078,0.1875
1745039305.5744765,6079,0.5
1745039343.592282,6111,0.6875
1745039345.9690216,6113,0.25
1745039369.7453015,6133,0.25
1745039375.6998763,6138,0.25
1745039378.0809357,6140,0.25
1745039380.4584982,6142,0.375
1745039411.3460314,6168,0.4375
1745039455.3283484,6205,0.1875
1745039462.4714618,6211,0.25
1745039474.462471,6221,0.375
1745039479.2111375,6225,0.5
1745039500.6013968,6243,0.4375
1745039543.3721383,6279,0.25
1745039545.7449684,6281,0.25
1745039571.5031705,6288,0.375
1745039581.035754,6296,0.125
1745039582.2286315,6297,0.375
1745039585.791391,6300,0.3125
1745039602.4267178,6314,0.3125
1745039619.0817146,6328,0.25
1745039623.8365471,6332,0.4375
1745039626.213086,6334,0.4375
1745039641.6874962,6347,0.4375
1745039654.7682729,6358,0.4375
1745039655.957681,6359,0.3125
1745039661.8919992,6364,0.5625
1745039667.8384013,6369,0.375
1745039711.8188474,6406,0.1875
1745039733.2190278,6424,0.1875
1745039755.784557,6443,0.3125
1745039762.9283726,6449,0.5
1745039774.8063061,6459,0.125
1745039791.4467072,6473,0.5625
1745039812.8344905,6491,0.4375
1745039816.3959072,6494,0.1875
1745039856.8164365,6528,0.25
1745039860.3780687,6531,0.125
1745039871.0569155,6540,0.375
1745039878.2030706,6546,0.5
1745039884.1527078,6551,0.4375
1745039899.6088338,6564,0.375
1745039905.5465844,6569,0.25
1745039924.5785575,6585,0.375
1745039930.524873,6590,0.25
1745039936.457079,6595,0.3125
1745039941.2279594,6599,0.1875
1745039960.2382603,6615,0.1875
1745039976.8794143,6629,0.375
1745040000.7418566,6649,0.125
1745040029.2429645,6673,0.4375
1745040088.2462187,6708,0.1875
1745040096.563772,6715,0.4375
1745040102.498631,6720,0.375
1745040107.2513795,6724,0.375
1745040114.3762279,6730,0.3125
1745040119.1334305,6734,0.5
1745040138.1560156,6750,0.125
1745040151.2408776,6761,0.5625
1745040169.0522244,6776,0.375
1745040179.7508516,6785,0.625
1745040199.9235876,6802,0.25
1745040222.5105176,6821,0.25
1745040241.5346394,6837,0.5
1745040247.4688337,6842,0.375
1745040249.8458672,6844,0.25
1745040256.97135,6850,0.3125
1745040267.6737506,6859,0.375
1745040286.6987777,6875,0.25
1745040333.0244317,6914,0.3125
1745040335.4003992,6916,0.375
1745040338.963569,6919,0.25
1745040352.0271137,6930,0.375
1745040360.35244,6937,0.3125
1745040405.518017,6975,0.5625
1745040424.5436397,6991,0.4375
1745040430.477948,6996,0.5
1745040432.8518782,6998,0.375
1745040456.620351,7018,0.25
1745040469.6873956,7029,0.1875
1745040487.5264287,7044,0.375
1745040499.5118933,7054,0.375
1745040538.6998572,7087,0.375
1745040574.3078167,7117,0.375
1745040577.8648434,7120,0.1875
1745040602.3945513,7126,0.25
1745040647.4888184,7164,0.3125
1745040662.9264064,7177,0.3125
1745040664.1113923,7178,0.1875
1745040666.4826546,7180,0.25
1745040673.6000485,7186,0.1875
1745040677.1597729,7189,0.25
1745040698.530372,7207,0.5
1745040719.9008105,7225,0.4375
1745040748.3914359,7249,0.1875
1745040753.145674,7253,0.3125
1745040767.3925545,7265,0.1875
1745040778.0809648,7274,0.375
1745040811.308045,7302,0.4375
1745040818.432276,7308,0.625
1745040849.2946784,7334,0.25
1745040854.036162,7338,0.25
1745040856.411982,7340,0.3125
1745040871.8463526,7353,0.25
1745040877.7757096,7358,0.4375
1745040888.4451387,7367,0.4375
1745040900.3237207,7377,0.3125
1745040909.8137264,7385,0.3125
1745040947.7735603,7417,0.3125
1745040956.0762107,7424,0.25
1745040969.139799,7435,0.4375
1745040970.3237126,7436,0.375
1745041003.552511,7464,0.5
1745041008.2924159,7468,0.375
1745041010.6655774,7470,0.3125
1745041025.0175567,7482,0.375
1745041053.507886,7506,0.4375
1745041067.7454057,7518,0.125
1745041077.2314625,7526,0.125
1745041084.3671975,7532,0.375
1745041114.8329282,7543,0.1875
1745041124.3325467,7551,0.3125
1745041126.7057102,7553,0.4375
1745041133.8146243,7559,0.4375
1745041174.181361,7593,0.1875
1745041182.4891937,7600,0.3125
1745041184.8603945,7602,0.25
1745041187.231754,7604,0.25
1745041190.7946322,7607,0.375
1745041227.5897808,7638,0.3125
1745041228.78372,7639,0.375
1745041234.7190855,7644,0.3125
1745041253.6886384,7660,0.3125
1745041254.8708827,7661,0.125
1745041326.0856583,7721,0.4375
1745041333.2014124,7727,0.375
1745041336.7603612,7730,0.375
1745041367.6190526,7756,0.4375
1745041373.5495117,7761,0.25
1745041412.7440078,7794,0.375
1745041413.9320917,7795,0.25
1745041444.7832077,7821,0.1875
1745041464.93605,7838,0.125
1745041469.6898057,7842,0.1875
1745041479.1941454,7850,0.3125
1745041485.1201274,7855,0.125
1745041486.3074145,7856,0.1875
1745041493.4248176,7862,0.25
1745041517.1559143,7882,0.3125
1745041532.6876218,7895,0.4375
1745041539.7992926,7901,0.5
1745041569.4679751,7926,0.25
1745041573.0273886,7929,0.375
1745041658.172183,7986,0.25
1745041705.6951687,8026,0.5
1745041709.268438,8029,0.4375
1745041710.462888,8030,0.3125
1745041712.8412123,8032,0.25
1745041729.464933,8046,0.4375
1745041738.9698887,8054,0.4375
1745041766.288794,8077,0.375
1745041767.4792662,8078,0.25
1745041788.8801725,8096,0.1875
1745041819.8003366,8122,0.375
1745041843.5647485,8142,0.375
1745041845.9390116,8144,0.5
1745041868.5064716,8163,0.3125
1745041869.6914148,8164,0.375
1745041902.9652503,8192,0.1875
1745041912.462742,8200,0.4375
1745041913.6510124,8201,0.5
1745041931.5074146,8216,0.25
1745041946.9553835,8229,0.375
1745041948.1450644,8230,0.25
1745041977.8771777,8255,0.5
1745042004.0327466,8277,0.3125
1745042011.171674,8283,0.375
1745042014.7363896,8286,0.4375
1745042015.9254107,8287,0.3125
1745042020.6782174,8291,0.25
1745042026.6085348,8296,0.375
1745042032.5450287,8301,0.375
1745042089.7003682,8349,0.3125
1745042093.2596076,8352,0.25
1745042106.3316712,8363,0.4375
1745042122.9401493,8377,0.375
1745042164.109823,8397,0.375
1745042180.737812,8411,0.5
1745042186.6762,8416,0.375
1745042235.423062,8457,0.5
1745042240.1778092,8461,0.1875
1745042275.8254364,8491,0.375
1745042291.279452,8504,0.25
1745042311.5036185,8521,0.3125
1745042322.2131274,8530,0.375
1745042343.6357758,8548,0.25
1745042350.7816594,8554,0.375
1745042361.4846175,8563,0.4375
1745042406.7004278,8601,0.5625
1745042412.6473167,8606,0.4375
1745042426.908901,8618,0.4375
1745042429.2911174,8620,0.5
1745042430.4779146,8621,0.3125
1745042437.6133947,8627,0.1875
1745042475.6636095,8659,0.5
1745042480.4240515,8663,0.3125
1745042517.281193,8694,0.4375
1745042524.4292445,8700,0.125
1745042539.8856606,8713,0.375
1745042545.8382714,8718,0.25
1745042552.9759774,8724,0.375
1745042576.825411,8744,0.375
1745042586.3463204,8752,0.4375
1745042588.7189317,8754,0.4375
1745042614.86372,8776,0.3125
1745042617.238028,8778,0.5
1745042629.1130497,8788,0.4375
1745042659.605531,8799,0.5
1745042684.5826244,8820,0.3125
1745042688.1442187,8823,0.5625
1745042700.0473468,8833,0.1875
1745042738.0922132,8865,0.3125
1745042744.0397158,8870,0.5
1745042752.3628285,8877,0.375
1745042765.4612014,8888,0.3125
1745042772.5945086,8894,0.3125
1745042780.9246485,8901,0.5
1745042799.9629383,8917,0.4375
1745042804.72448,8921,0.5
1745042827.3333051,8940,0.1875
1745042858.2596774,8966,0.125
1745042863.015751,8970,0.4375
1745042873.7123399,8979,0.375
1745042880.8576941,8985,0.4375
1745042886.8147397,8990,0.625
1745042905.8383756,9006,0.3125
1745042937.9565768,9033,0.4375
1745042957.018617,9049,0.375
1745042967.7195535,9058,0.3125
1745042976.0524316,9065,0.375
1745042981.9906018,9070,0.375
1745043037.9347878,9117,0.1875
1745043042.6923354,9121,0.125
1745043079.5689557,9152,0.25
1745043093.9632761,9164,0.375
1745043124.898859,9190,0.25
1745043128.4718897,9193,0.3125
1745043136.8050165,9200,0.375
1745043140.3736618,9203,0.4375
1745043146.318944,9208,0.1875
1745043151.0803921,9212,0.25
1745043179.2909284,9221,0.5
1745043180.4913452,9222,0.5
1745043185.2636871,9226,0.375
1745043194.7792144,9234,0.3125
1745043216.2079666,9252,0.1875
1745043217.3964665,9253,0.375
1745043262.626519,9291,0.375
1745043276.94755,9303,0.3125
1745043279.3283892,9305,0.0
1745043287.6559324,9312,0.375
1745043299.5611691,9322,0.25
1745043300.7567165,9323,0.1875
1745043305.5225408,9327,0.25
1745043312.662523,9333,0.5625
1745043316.233921,9336,0.3125
1745043326.9461884,9345,0.625
1745043335.2933104,9352,0.125
1745043343.638944,9359,0.375
1745043350.7858484,9365,0.25
1745043351.9796035,9366,0.3125
1745043359.1372697,9372,0.3125
1745043365.1203282,9377,0.375
1745043377.036492,9387,0.4375
1745043388.9542284,9397,0.4375
1745043396.1265256,9403,0.4375
1745043413.9888883,9418,0.375
1745043437.826653,9438,0.375
1745043441.4015038,9441,0.125
1745043443.788654,9443,0.3125
1745043459.3002055,9456,0.4375
1745043468.8358169,9464,0.625
1745043475.9772372,9470,0.3125
1745043478.356866,9472,0.4375
1745043497.4297042,9488,0.3125
1745043498.618875,9489,0.4375
1745043499.80946,9490,0.4375
1745043535.566768,9520,0.1875
1745043557.039222,9538,0.3125
1745043567.75688,9547,0.4375
1745043578.503915,9556,0.3125
1745043590.4164047,9566,0.3125
1745043596.3772695,9571,0.1875
1745043622.7036824,9593,0.5625
1745043632.2528532,9601,0.5
1745043639.4068584,9607,0.4375
1745043654.8834631,9620,0.5
1745043711.753168,9653,0.5625
1745043729.6475482,9668,0.375
1745043733.2222009,9671,0.375
1745043734.4128053,9672,0.25
1745043737.9912624,9675,0.4375
1745043748.723673,9684,0.25
1745043753.5165517,9688,0.3125
1745043758.2828338,9692,0.375
1745043772.5850773,9704,0.0625
1745043773.7763746,9705,0.25
1745043782.1454809,9712,0.5625
1745043810.795461,9736,0.4375
1745043813.18364,9738,0.3125
1745043831.0776777,9753,0.3125
1745043832.2720125,9754,0.375
1745043853.7551978,9772,0.3125
1745043872.8773758,9788,0.3125
1745043884.8226726,9798,0.375
1745043902.758353,9813,0.5625
1745043915.9068975,9824,0.375
1745043931.4303117,9837,0.125
1745043946.9645739,9850,0.3125
1745043967.2725952,9867,0.5
1745043975.6287804,9874,0.375
1745043999.5415375,9894,0.375
1745044007.8982503,9901,0.375
1745044011.4780211,9904,0.375
1745044025.8285673,9916,0.3125
1745044027.0203977,9917,0.25
1745044064.0699918,9948,0.3125
1745044065.2650578,9949,0.5625
1745044066.4599612,9950,0.6875
1745044078.4025733,9960,0.25
1745044093.9648156,9973,0.5
1745044101.139882,9979,0.4375
1745044110.7162268,9987,0.5625
1745044117.899284,9993,0.1875
1745044219.2712512,10063,0.1875
1745044251.5853183,10090,0.375
1745044288.671872,10121,0.5
1745044293.4739366,10125,0.5625
1745044294.6709979,10126,0.25
1745044309.0099301,10138,0.3125
1745044370.0110903,10189,0.3125
1745044372.4031239,10191,0.4375
1745044392.7243066,10208,0.125
1745044401.0882337,10215,0.4375
1745044413.0605369,10225,0.3125
1745044465.6852372,10269,0.375
1745044472.8794298,10275,0.6875
1745044478.8574793,10280,0.1875
1745044498.008228,10296,0.3125
1745044506.4071143,10303,0.5
1745044545.9189968,10336,0.25
1745044553.106784,10342,0.375
1745044556.6936383,10345,0.5625
1745044557.8896632,10346,0.625
1745044593.8667548,10376,0.1875
1745044616.6145265,10395,0.375
1745044627.4108846,10404,0.375
1745044640.6847076,10415,0.25
1745044676.6123486,10445,0.125
1745044683.8138382,10451,0.3125
1745044685.011733,10452,0.25
1745044692.1953552,10458,0.3125
1745044761.2552876,10501,0.3125
1745044781.6253088,10518,0.375
1745044809.1924634,10541,0.375
1745044821.1630251,10551,0.25
1745044833.1366794,10561,0.0625
1745044847.515303,10573,0.25
1745044857.0837862,10581,0.1875
1745044875.055897,10596,0.25
1745044896.6242526,10614,0.625
1745044919.3813531,10633,0.3125
1745044931.373256,10643,0.25
1745044933.768366,10645,0.375
1745045008.013117,10707,0.5
1745045020.0251071,10717,0.3125
1745045028.4095132,10724,0.4375
1745045034.3972828,10729,0.375
1745045053.58598,10745,0.3125
1745045061.971024,10752,0.1875
1745045063.1708105,10753,0.25
1745045077.5707324,10765,0.3125
1745045084.7638028,10771,0.4375
1745045114.7211185,10796,0.25
1745045130.3138065,10809,0.375
1745045144.7093678,10821,0.4375
1745045170.0016944,10842,0.4375
1745045209.5906324,10875,0.4375
1745045253.6814842,10897,0.375
1745045258.479584,10901,0.5
1745045266.8827093,10908,0.5625
1745045283.6848555,10922,0.25
